Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
243923;NEPS;NEPS;Não Informado;31/08/2023 19:35;06/09/2024 11:57;ponto;Coletivo;Não Informado;PE;Dormentes;cultura e meio ambiente, cultura e juventude, cultura e educação, memória e patrimônio cultural, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, grupos assentados de reforma agrária, população de baixa renda, população rural, ribeirinhos, público em geral, povos e comunidades tradicionais de matriz africana, população de rua, pessoas com deficiência, mulheres, juventude, crianças e adolescentes, idosos, grupos artísticos e culturais independentes, estudantes, afro-brasileiros;turismo, música, meio ambiente, literatura, juventude, gênero, gastronomia, esporte, comunicação direitos humanos, culturas populares, cultura digital, cultura alimentar, cultura afro, contador de histórias, capacitação, artesanato, cultural, produção;sociologia, produção cultural, patrimônio imaterial, museu, meio ambiente, leitura, história, fotografia, educação, cultura negra, comunicação, audiovisual, gestão cultural, dança, artesanato, teatro, rádio, patrimônio material, música, gastronomia, esporte, cultura popular, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
243900;CAVALO MARINHO BOI PINTADO;CAVALO MARINHO BOI PINTADO;Não Informado;31/08/2023 15:59;03/10/2023 10:14;ponto;Coletivo;Não Informado;PE;Aliança;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, comunicação e mídia livre, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;populações atingida por barragens, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, pescadores, população de rua, juventude, imigrantes, estudantes, grupos assentados de reforma agrária, populações em áreas de vulnerabilidade social, população sem teto, ribeirinhos, povos e comunidades tradicionais de matriz africana, mulheres, pessoas em situação de sofrimento psíquico, crianças e adolescentes, idosos, ciganos, populações de regiões fronteiriças, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, população em regime prisional, pessoas com deficiência, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, comunicação direitos humanos, contador de histórias, audiovisual, artes cênicas, fotografia, culturas populares, capoeira, artesanato, cultural, turismo, música, literatura, gênero, cultura afro, capacitação, produção;turismo, produção cultural, patrimônio imaterial, museu, leitura, história, educação, cultura negra, comunicação, pesquisa, livro, gestão cultural, economia criativa, dança, artesanato, arte de rua, teatro, patrimônio material, música, literatura, cultura popular, arquivo, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
243896;AMUNAM;AMUNAM;Não Informado;31/08/2023 15:44;06/09/2023 10:24;ponto;Coletivo;Não Informado;PE;Nazaré da Mata;agente cultura viva, cultura, comunicação e mídia livre, economia criativa e solidária, cultura, infância e adolescência, livro, leitura e literatura, conhecimentos tradicionais, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural;pessoas ou grupos vítimas de violência, quilombolas, grupos artísticos e culturais independentes, afro-brasileiros, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, idosos, crianças e adolescentes, mulheres, população de baixa renda, pessoas com deficiência;comunicação direitos humanos, culturas populares, artesanato, cultural, música, gênero, capacitação;leitura, dança, comunicação, cultura negra, artes visuais, produção cultural, patrimônio imaterial, educação, artesanato, música, mídias sociais, rádio, patrimônio material, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
243688;Muzenza Serra Talhada;Muzenza Serra Talhada;Não Informado;30/08/2023 10:01;14/09/2023 11:06;ponto;Coletivo;Não Informado;PE;Serra Talhada;livro, leitura e literatura, cultura, infância e adolescência, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, juventude, pessoas em situação de sofrimento psíquico, povos e comunidades tradicionais de matriz africana, populações em áreas de vulnerabilidade social, população sem teto, pessoas com deficiência, população de baixa renda, idosos, crianças e adolescentes, mulheres, lgbt, estudantes, afro-brasileiros;produção, literatura, juventude, meio ambiente, culturas populares, capoeira, cultural, esporte, cultura afro, música;meio ambiente, cultura negra, cultura lgbt, dança, livro, saúde, esporte, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242952;Grupo Herdeiros do Xaxado;Grupo Herdeiros do Xaxado;Não Informado;25/08/2023 16:00;11/09/2023 12:10;ponto;Coletivo;Não Informado;PE;Serra Talhada;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, oficinas, cultura, infância e adolescência, livro, leitura e literatura, conhecimentos tradicionais;pessoas ou grupos vítimas de violência, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, população sem teto, grupos assentados de reforma agrária, pessoas em situação de sofrimento psíquico, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;juventude, contador de histórias, audiovisual, artes cênicas, meio ambiente, culturas populares, cultural, turismo, música, literatura, gênero, cultura afro, capacitação, artes visuais, produção;turismo, produção cultural, patrimônio imaterial, museu, meio ambiente, leitura, educação, livro, dança, teatro, música, mídias sociais, literatura, cultura popular, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242940;Maracatu Leão de Ouro;Maracatu Leão de Ouro;Não Informado;25/08/2023 15:40;19/01/2024 22:12;ponto;Coletivo;Não Informado;PE;Nazaré da Mata;conhecimentos tradicionais, economia criativa e solidária, cultura e educação;público em geral;audiovisual, culturas populares, artesanato;audiovisual, educação, cultura popular, artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242903;Maracatu Nação Tigre;Maracatu Nação Tigre;Não Informado;25/08/2023 12:38;19/09/2023 13:57;ponto;Coletivo;Não Informado;PE;Olinda;cultura e educação, memória e patrimônio cultural, conhecimentos tradicionais;lgbt, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, povos e comunidades tradicionais de matriz africana, estudantes, afro-brasileiros;artesanato, culturas populares, música, cultural, produção, cultura afro;dança, artesanato, patrimônio imaterial, produção cultural, cultura negra, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242894;CENTRO DE CRIAÇÃO GALPÃO DAS ARTES;CENTRO DE CRIAÇÃO GALPÃO DAS ARTES;Não Informado;25/08/2023 12:23;03/09/2023 07:15;ponto;Coletivo;Não Informado;PE;Limoeiro;cultura e educação, cultura circense, memória e patrimônio cultural, cultura, infância e adolescência, livro, leitura e literatura, conhecimentos tradicionais;mulheres, idosos, estudantes, população de baixa renda, quilombolas, grupos artísticos e culturais independentes, ribeirinhos, crianças e adolescentes;tradição oral, contador de histórias, audiovisual, artes cênicas, fotografia, culturas populares, artesanato, cultural, música, literatura, culturas indígenas, cultura afro, artes visuais, produção;artesanato, produção cultural, patrimônio imaterial, museu, leitura, livro, gestão cultural, circo, teatro, patrimônio material, literatura, artes visuais, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242824;COMPANHIA DE EVENTOS LIONARTE;COMPANHIA DE EVENTOS LIONARTE;Não Informado;25/08/2023 00:53;14/02/2024 11:54;ponto;Coletivo;Não Informado;PE;Limoeiro;cultura circense, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária;estudantes, juventude, público em geral, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, populações em áreas de vulnerabilidade social, mulheres, crianças e adolescentes, população de baixa renda, população em regime prisional, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;juventude, audiovisual, artes cênicas, fotografia, artesanato, cultural, turismo, música, literatura, cultura afro, capacitação, produção;patrimônio imaterial, cultura negra, livro, turismo, produção cultural, leitura, fotografia, educação, audiovisual, artesanato, teatro, patrimônio material, música, literatura, cultura popular, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
242819;NACAO DO MARACATU AURORA AFRICANA;NACAO DO MARACATU AURORA AFRICANA;Não Informado;24/08/2023 22:33;15/10/2023 00:19;ponto;Coletivo;Não Informado;PE;Jaboatão dos Guararapes;cultura, infância e adolescência, cultura e direitos humanos, cultura e juventude, cultura e educação, conhecimentos tradicionais;juventude, crianças e adolescentes, populações em áreas de vulnerabilidade social, pessoas ou grupos vítimas de violência, população de baixa renda, população em regime prisional;culturas populares, artes cênicas, cultural, capoeira, cultura afro, música;história, cultura negra, patrimônio imaterial, produção cultural, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
